CPU,Cores,Threads,Iteration,Time
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,6,4,215885739
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,6,5,197978071
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,7,1,205375542
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,7,2,230569878
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,7,3,213131939
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,7,4,214186815
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,7,5,214556540
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,8,1,186920389
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,8,2,188039311
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,8,3,241600917
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,8,4,187722198
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,8,5,190295600
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,9,1,210866280
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,9,2,219007889
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,9,3,236520943
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,9,4,214684919
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,9,5,217101662
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,10,1,214654485
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,10,2,210156688
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,10,3,224614846
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,10,4,192180865
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,10,5,220879446
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,11,1,208263667
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,11,2,201432304
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,11,3,259287885
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,11,4,205633289
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,11,5,207754441
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,12,1,191802529
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,12,2,190455093
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,12,3,240538735
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,12,4,189172609
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,12,5,196536836
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,13,1,207877457
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,13,2,220182277
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,13,3,216755837
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,13,4,207677971
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,13,5,220826739
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,14,1,216095537
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,14,2,212427609
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,14,3,220964108
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,14,4,218835272
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,14,5,195130181
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,15,1,200219329
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,15,2,198272185
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,15,3,207175073
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,15,4,216310171
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,15,5,200112975
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,16,1,197962625
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,16,2,190199521
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,16,3,214071721
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,16,4,193910680
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,16,5,195950425
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,17,1,207418904
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,17,2,206177524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,17,3,220781896
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,17,4,212784205
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,17,5,208563755
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,18,1,213163024
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,18,2,226672068
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,18,3,251861780
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,18,4,212253950
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,18,5,206161589
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,19,1,200719998
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,19,2,197912020
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,19,3,239570578
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,19,4,198917598
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,19,5,200915318
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,20,1,196714424
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,20,2,196875330
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,20,3,267126482
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,20,4,195340349
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,20,5,196090364
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,21,1,201461722
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,21,2,203447756
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,21,3,276291120
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,21,4,200139717
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,21,5,217961635
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,22,1,207490441
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,22,2,203217207
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,22,3,253550195
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,22,4,206933195
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,22,5,201197725
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,23,1,195957352
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,23,2,196342992
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,23,3,240067738
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,23,4,202432183
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,23,5,197519813
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,24,1,198826806
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,24,2,197737743
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,24,3,264588474
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,24,4,195928405
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,24,5,192423208
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,25,1,211199554
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,25,2,201377780
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,25,3,272594294
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,25,4,205515542
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,25,5,199048828
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,26,1,207274951
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,26,2,195013920
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,26,3,263723469
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,26,4,203952082
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,26,5,206405438
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,27,1,197351988
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,27,2,201058373
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,27,3,266047642
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,27,4,214134686
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,27,5,197331866
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,28,1,228059306
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,28,2,195344154
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,28,3,267678501
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,28,4,191776614
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,28,5,194002604
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,29,1,200160394
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,29,2,218316194
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,29,3,254765998
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,29,4,202414182
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,29,5,200949084
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,30,1,212702603
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,30,2,201487859
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,30,3,274731872
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,30,4,199366989
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,30,5,195623159
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,31,1,198513987
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,31,2,208826762
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,31,3,259090847
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,31,4,202261127
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,31,5,200178214
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,32,1,198272183
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,32,2,215763693
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,32,3,252363189
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,32,4,189957972
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,32,5,205517674
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,33,1,198053818
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,33,2,198892325
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,33,3,268298078
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,33,4,209292901
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,33,5,201347460
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,34,1,194411621
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,34,2,199268477
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,34,3,262221318
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,34,4,192447197
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,34,5,194426460
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,35,1,217846918
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,35,2,202461337
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,35,3,246967642
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,35,4,198474960
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,35,5,207406974
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,36,1,220600196
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,36,2,197117214
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,36,3,265701963
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,36,4,195986508
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,36,5,190022623
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,37,1,202933514
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,37,2,198008615
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,37,3,197742679
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,37,4,199544041
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,37,5,210814032
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,38,1,200913428
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,38,2,201735732
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,38,3,197148945
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,38,4,217700919
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,38,5,201716088
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,39,1,202342477
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,39,2,210950625
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,39,3,196606316
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,39,4,194887070
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,39,5,197577894
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,40,1,211497413
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,40,2,232443631
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,40,3,202732449
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,40,4,199902319
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,40,5,196482223
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,41,1,196769581
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,41,2,212823939
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,41,3,214706066
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,41,4,195511661
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,41,5,201699346
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,42,1,202238678
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,42,2,205294979
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,42,3,199424418
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,42,4,202373478
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,42,5,199061516
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,43,1,195460257
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,43,2,198195804
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,43,3,198943882
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,43,4,224882369
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,43,5,195350250
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,44,1,201829530
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,44,2,234997581
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,44,3,215696525
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,44,4,196914471
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,44,5,201684083
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,45,1,197586716
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,45,2,195078571
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,45,3,198907569
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,45,4,197257475
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,45,5,198914969
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,46,1,202585654
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,46,2,198047487
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,46,3,205630970
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,46,4,197685484
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,46,5,201375968
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,47,1,223918561
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,47,2,193413100
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,47,3,196150574
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,47,4,201458648
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,47,5,195579019
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,48,1,194645726
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,48,2,197276581
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,48,3,198798464
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,48,4,193617341
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,48,5,200799211
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,49,1,204034351
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,49,2,198772843
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,49,3,199264476
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,49,4,223938496
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,49,5,194937970
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,50,1,196355411
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,50,2,215248324
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,50,3,203914927
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,50,4,198885163
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,50,5,217437140
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,51,1,199113642
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,51,2,218799739
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,51,3,197827646
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,51,4,197991184
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,51,5,193013434
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,52,1,196984781
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,52,2,191885013
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,52,3,198915529
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,52,4,208200268
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,52,5,192809583
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,53,1,203568978
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,53,2,201296959
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,53,3,198684624
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,53,4,203897735
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,53,5,199191929
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,54,1,198856877
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,54,2,199708257
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,54,3,218042542
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,54,4,199031061
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,54,5,204624829
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,55,1,202449850
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,55,2,199938366
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,55,3,222536799
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,55,4,199146469
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,55,5,224964968
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,56,1,196589769
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,56,2,195682147
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,56,3,197907191
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,56,4,199115613
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,56,5,195739068
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,57,1,207969082
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,57,2,203906670
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,57,3,199700906
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,57,4,202022366
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,57,5,200521008
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,58,1,220617138
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,58,2,196425220
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,58,3,203787197
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,58,4,198136894
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,58,5,193578011
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,59,1,214756056
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,59,2,202755594
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,59,3,200402073
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,59,4,199552606
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,59,5,202825195
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,60,1,198967640
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,60,2,196742896
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,60,3,195979799
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,60,4,218664321
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,60,5,193659933
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,61,1,199983133
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,61,2,197484525
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,61,3,197806611
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,61,4,199848573
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,61,5,201585422
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,62,1,205551421
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,62,2,216384449
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,62,3,197104209
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,62,4,201591051
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,62,5,197041236
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,63,1,200796495
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,63,2,199472642
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,63,3,203755572
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,63,4,193197594
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,63,5,204896437
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,64,1,201437117
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,64,2,203610411
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,64,3,198773538
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,64,4,203028272
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,64,5,198484069
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,65,1,198215947
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,65,2,197936359
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,65,3,201003034
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,65,4,202282449
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,65,5,196935556
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,66,1,242578865
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,66,2,201381110
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,66,3,223382186
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,66,4,204829642
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,66,5,219733025
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,67,1,202677355
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,67,2,199055664
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,67,3,203047930
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,67,4,201376253
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,67,5,197389804
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,68,1,224873527
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,68,2,208672224
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,68,3,200048916
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,68,4,202309641
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,68,5,206565500
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,69,1,222803521
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,69,2,199502183
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,69,3,196033984
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,69,4,197207585
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,69,5,209998133
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,70,1,202316490
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,70,2,201500038
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,70,3,198744756
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,70,4,222338286
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,70,5,205789987
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,71,1,202565586
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,71,2,199859558
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,71,3,202006723
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,71,4,224964739
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,71,5,198391025
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,72,1,194099632
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,72,2,205437417
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,72,3,200509895
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,72,4,199987873
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,72,5,200486867
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,73,1,219357004
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,73,2,216493895
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,73,3,215307369
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,73,4,203097524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,73,5,198965036
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,74,1,268807286
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,74,2,200396699
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,74,3,201751249
