CPU,Cores,Threads,Iteration,Time
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,47,3, 119295039
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,47,4, 117924667
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,47,5, 117446443
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,48,1, 114611559
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,48,2, 114729530
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,48,3, 122056140
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,48,4, 121847981
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,48,5, 118419132
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,49,1, 119776470
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,49,2, 121474648
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,49,3, 118151558
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,49,4, 119606947
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,49,5, 118302554
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,50,1, 122186807
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,50,2, 120135545
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,50,3, 119672262
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,50,4, 119032037
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,50,5, 113727901
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,51,1, 116817692
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,51,2, 116800869
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,51,3, 115639824
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,51,4, 117966432
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,51,5, 121321236
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,52,1, 121806802
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,52,2, 118993650
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,52,3, 118367361
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,52,4, 115490291
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,52,5, 120424844
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,53,1, 114964475
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,53,2, 130720116
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,53,3, 126906198
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,53,4, 119053802
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,53,5, 119457368
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,54,1, 117213942
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,54,2, 118095709
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,54,3, 115303154
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,54,4, 114126875
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,54,5, 118193368
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,55,1, 120053771
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,55,2, 121678343
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,55,3, 119107305
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,55,4, 124596456
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,55,5, 120230090
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,56,1, 142272445
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,56,2, 114959956
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,56,3, 118289237
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,56,4, 119961836
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,56,5, 118219401
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,57,1, 118878257
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,57,2, 120687859
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,57,3, 119214826
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,57,4, 122521504
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,57,5, 118194393
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,58,1, 122773899
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,58,2, 129864749
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,58,3, 122461604
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,58,4, 123193265
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,58,5, 121905019
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,59,1, 118196927
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,59,2, 118490687
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,59,3, 119050855
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,59,4, 118516317
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,59,5, 116911316
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,60,1, 113336029
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,60,2, 120533822
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,60,3, 121604671
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,60,4, 130332099
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,60,5, 125214504
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,61,1, 122831460
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,61,2, 119856380
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,61,3, 115527663
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,61,4, 128573698
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,61,5, 119806923
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,62,1, 119210029
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,62,2, 120935500
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,62,3, 120130628
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,62,4, 128468054
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,62,5, 117726560
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,63,1, 119722016
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,63,2, 127077384
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,63,3, 118560306
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,63,4, 122096605
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,63,5, 120682429
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,64,1, 120867419
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,64,2, 121777054
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,64,3, 120091157
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,64,4, 119123504
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,64,5, 123668129
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,65,1, 123141938
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,65,2, 122372364
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,65,3, 116673271
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,65,4, 126905874
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,65,5, 118474991
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,66,1, 126016297
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,66,2, 123650134
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,66,3, 121010698
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,66,4, 120993143
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,66,5, 121585413
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,67,1, 119310273
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,67,2, 119673952
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,67,3, 118586248
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,67,4, 117776968
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,67,5, 121292361
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,68,1, 119975414
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,68,2, 122067978
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,68,3, 113215557
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,68,4, 118960148
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,68,5, 121954758
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,69,1, 116631045
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,69,2, 123019279
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,69,3, 118633814
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,69,4, 120289655
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,69,5, 120438917
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,70,1, 119009577
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,70,2, 118901953
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,70,3, 133361440
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,70,4, 122788818
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,70,5, 116820333
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,71,1, 121400173
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,71,2, 119933286
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,71,3, 120127948
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,71,4, 116664272
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,71,5, 118636779
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,72,1, 118666988
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,72,2, 116285534
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,72,3, 118467853
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,72,4, 120452530
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,72,5, 122840972
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,73,1, 124779410
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,73,2, 117383293
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,73,3, 118214566
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,73,4, 119118718
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,73,5, 122681465
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,74,1, 116530984
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,74,2, 120664838
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,74,3, 121908584
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,74,4, 123129998
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,74,5, 122042429
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,75,1, 130564589
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,75,2, 129676972
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,75,3, 113875379
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,75,4, 116478442
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,75,5, 120173866
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,76,1, 123186902
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,76,2, 120819567
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,76,3, 120292611
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,76,4, 123963189
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,76,5, 121347583
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,77,1, 120695893
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,77,2, 120488628
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,77,3, 117966443
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,77,4, 117598419
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,77,5, 130073767
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,78,1, 120154409
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,78,2, 117663377
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,78,3, 119974544
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,78,4, 114422444
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,78,5, 122753142
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,79,1, 123461270
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,79,2, 119196168
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,79,3, 122094528
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,79,4, 118473867
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,79,5, 122517400
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,80,1, 132729464
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,80,2, 122315214
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,80,3, 119620786
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,80,4, 123019435
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,80,5, 133866646
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,81,1, 123972291
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,81,2, 128649457
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,81,3, 122475097
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,81,4, 121318623
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,81,5, 120486240
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,82,1, 123122516
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,82,2, 118588797
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,82,3, 124285941
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,82,4, 133654009
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,82,5, 119264906
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,83,1, 122314377
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,83,2, 118239934
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,83,3, 121696527
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,83,4, 121164632
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,83,5, 121122062
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,84,1, 122238189
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,84,2, 123268824
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,84,3, 118376274
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,84,4, 121115134
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,84,5, 126597072
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,85,1, 122146890
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,85,2, 120660663
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,85,3, 116405239
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,85,4, 119428073
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,85,5, 123016734
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,86,1, 119625537
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,86,2, 117286610
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,86,3, 118861054
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,86,4, 122635229
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,86,5, 121071208
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,87,1, 120608787
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,87,2, 118409198
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,87,3, 132112005
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,87,4, 119548853
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,87,5, 117808382
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,88,1, 123986431
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,88,2, 115734112
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,88,3, 119248230
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,88,4, 127941944
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,88,5, 118314393
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,89,1, 118469844
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,89,2, 121166566
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,89,3, 124634601
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,89,4, 124579169
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,89,5, 119216638
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,90,1, 124701273
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,90,2, 122821126
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,90,3, 119291440
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,90,4, 118534422
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,90,5, 120318868
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,91,1, 127062584
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,91,2, 124904561
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,91,3, 128339841
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,91,4, 120936911
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,91,5, 120138101
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,92,1, 118049034
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,92,2, 124371404
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,92,3, 122032744
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,92,4, 120214014
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,92,5, 121210196
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,93,1, 120136065
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,93,2, 119464487
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,93,3, 114989500
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,93,4, 119334997
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,93,5, 121227723
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,94,1, 118438741
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,94,2, 120758996
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,94,3, 119113918
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,94,4, 121950996
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,94,5, 132286127
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,95,1, 121652555
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,95,2, 122210868
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,95,3, 125077979
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,95,4, 151424446
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,95,5, 119674863
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,96,1, 119197404
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,96,2, 117386003
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,96,3, 117684197
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,96,4, 124207608
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,96,5, 122852169
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,97,1, 131615881
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,97,2, 119940168
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,97,3, 124370189
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,97,4, 116916416
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,97,5, 122191577
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,98,1, 120112816
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,98,2, 122994812
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,98,3, 123833704
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,98,4, 122493001
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,98,5, 121941773
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,99,1, 121453242
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,99,2, 121548842
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,99,3, 123224413
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,99,4, 119189969
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,99,5, 119212031
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,100,1, 124085060
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,100,2, 119751833
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,100,3, 148564510
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,100,4, 120995255
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,100,5, 120461836
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,101,1, 117377984
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,101,2, 118449778
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,101,3, 118585183
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,101,4, 121482605
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,101,5, 119544213
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,102,1, 118139177
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,102,2, 124417690
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,102,3, 123077694
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,102,4, 119546219
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,102,5, 124333886
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,103,1, 119155448
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,103,2, 120126737
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,103,3, 124789161
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,103,4, 119634418
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,103,5, 122387454
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,104,1, 122661029
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,104,2, 125493203
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,104,3, 122969533
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,104,4, 126738845
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,104,5, 127533359
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,105,1, 119957698
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,105,2, 129677266
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,105,3, 119235715
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,105,4, 122628985
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,105,5, 126033344
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,106,1, 123281969
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,106,2, 126103323
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,106,3, 120719160
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,106,4, 124163568
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,106,5, 122821763
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,107,1, 120213347
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,107,2, 123702944
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,107,3, 122076776
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,107,4, 120967310
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,107,5, 124425923
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,108,1, 118748059
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,108,2, 128972671
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,108,3, 119737119
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,108,4, 127532630
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,108,5, 116929058
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,109,1, 120459504
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,109,2, 123757121
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,109,3, 121889700
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,109,4, 123536747
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,109,5, 120181005
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,110,1, 119170717
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,110,2, 123555193
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,110,3, 120252867
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,110,4, 120559322
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,110,5, 124396870
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,111,1, 125182569
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,111,2, 122627284
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,111,3, 121364654
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,111,4, 118066198
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,111,5, 125544207
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,112,1, 123369542
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,112,2, 120126212
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,112,3, 120977216
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,112,4, 125621825
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,112,5, 122690189
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,113,1, 128546700
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,113,2, 121396444
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,113,3, 125633856
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,113,4, 122264220
